nom,SIREN,COG,type,population,tranche_pop,adresse_courriel,telephone,site_internet
Autrey-lès-Gray,217000413,70041,COM,379,hab < 1000,,,
Autrey-le-Vay,217000421,70042,COM,91,hab < 1000,autreylevay@wanadoo.fr,03 84 63 40 83,http://www.autreylevay.fr
Auvet-et-la-Chapelotte,217000439,70043,COM,252,hab < 1000,commune.auvetchapelotte@orange.fr,03 84 32 34 05,http://auvetchapelotte.canalblog.com
Auxon,217000447,70044,COM,440,hab < 1000,,,
Avrigney-Virey,217000454,70045,COM,433,hab < 1000,avrigney.virey@orange.fr,03 84 31 71 06,http://www.avrigney-virey.com
Les Aynans,217000462,70046,COM,345,hab < 1000,,,
Baignes,217000470,70047,COM,99,hab < 1000,,,
Bard-lès-Pesmes,217000488,70048,COM,146,hab < 1000,mairie@bardlespesmes.fr,03 63 44 91 11,http://www.bardlespesmes.fr
Barges,217000496,70049,COM,92,hab < 1000,,,
La Barre,217000504,70050,COM,104,hab < 1000,,,
La Basse-Vaivre,217000512,70051,COM,39,hab < 1000,,,
Bassigney,217000520,70052,COM,135,hab < 1000,,,
Les Bâties,217000538,70053,COM,80,hab < 1000,,,
Battrans,217000546,70054,COM,233,hab < 1000,,,
Baudoncourt,217000553,70055,COM,556,hab < 1000,,,
Baulay,217000561,70056,COM,305,hab < 1000,mairie.baulay@wanadoo.fr,03 84 68 71 37,http://www.baulay.fr
Bay,217000579,70057,COM,135,hab < 1000,,,
Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,217000587,70058,COM,945,hab < 1000,,,
Beaumotte-Aubertans,217000595,70059,COM,453,hab < 1000,,,
Beaumotte-lès-Pin,217000603,70060,COM,306,hab < 1000,beaumotteslespin@wanadoo.fr,03 84 31 78 12,https://beaumottelespin.fr
Belfahy,217000611,70061,COM,83,hab < 1000,commune-de-belfahy@orange.fr,03 84 23 60 02,http://www.belfahy.cchvo.org
Belmont,217000629,70062,COM,140,hab < 1000,,,
Belonchamp,217000637,70063,COM,207,hab < 1000,mairie.belonchamp@wanadoo.fr,03 84 20 80 84,https://www.belonchamp.fr
Belverne,217000645,70064,COM,148,hab < 1000,,,
Besnans,217000652,70065,COM,80,hab < 1000,,,
Betaucourt,217000660,70066,COM,168,hab < 1000,,,
Betoncourt-lès-Brotte,217000678,70067,COM,119,hab < 1000,,,
Betoncourt-Saint-Pancras,217000694,70069,COM,52,hab < 1000,,,
Betoncourt-sur-Mance,217000702,70070,COM,32,hab < 1000,,,
Beulotte-Saint-Laurent,217000710,70071,COM,58,hab < 1000,,,
Beveuge,217000728,70072,COM,85,hab < 1000,,,
Blondefontaine,217000744,70074,COM,286,hab < 1000,mairie-blondefontaine@wanadoo.fr,03 84 68 02 21,http://www.cchvs.fr
Bonboillon,217000751,70075,COM,201,hab < 1000,,,
Bonnevent-Velloreille,217000769,70076,COM,376,hab < 1000,,,
Borey,217000777,70077,COM,238,hab < 1000,,,
Bougey,217000785,70078,COM,96,hab < 1000,,,
Bougnon,217000793,70079,COM,555,hab < 1000,mairie.bougnon@wanadoo.fr,03 84 91 62 00,https://www.bougnon.fr
Bouhans-et-Feurg,217000801,70080,COM,257,hab < 1000,mairie.bouhans@orange.fr,03 84 32 34 66,http://www.bouhansetfeurg.com
Bouhans-lès-Lure,217000819,70081,COM,328,hab < 1000,mairie.bouhansleslure@wanadoo.fr,03 84 30 10 03,https://bouhans-les-lure.fr
Bouhans-lès-Montbozon,217000827,70082,COM,143,hab < 1000,,,
Bouligney,217000835,70083,COM,426,hab < 1000,,,
Boulot,217000843,70084,COM,687,hab < 1000,mairie.boulot@orange.fr,03 81 57 73 18,http://www.mairieboulot.fr
Boult,217000850,70085,COM,607,hab < 1000,mairie.boult@orange.fr,03 84 91 73 55,http://www.boult.fr
Bourbévelle,217000868,70086,COM,83,hab < 1000,,,
Bourguignon-lès-Conflans,217000876,70087,COM,142,hab < 1000,,,
Bourguignon-lès-la-Charité,217000884,70088,COM,122,hab < 1000,,,
Bourguignon-lès-Morey,217000892,70089,COM,51,hab < 1000,,,
Boursières,217000900,70090,COM,59,hab < 1000,,,
Bousseraucourt,217000918,70091,COM,50,hab < 1000,,,
Bresilley,217000926,70092,COM,202,hab < 1000,,,
Breuches,217000934,70093,COM,720,hab < 1000,mairie.breuches@wanadoo.fr,03 84 40 19 84,http://www.breuches.fr
Breuchotte,217000942,70094,COM,309,hab < 1000,,,
Breurey-lès-Faverney,217000959,70095,COM,643,hab < 1000,breurey@wanadoo.fr,03 84 91 34 58,http://www.breurey.fr
Brevilliers,217000967,70096,COM,642,hab < 1000,,,
Briaucourt,217000975,70097,COM,253,hab < 1000,,,
Brotte-lès-Luxeuil,217000983,70098,COM,212,hab < 1000,communebrottelesluxeuil@orange.fr,03 84 94 56 91,https://www.brotte-les-luxeuil.com
Brotte-lès-Ray,217000991,70099,COM,76,hab < 1000,,,
Broye-les-Loups-et-Verfontaine,217001007,70100,COM,124,hab < 1000,,,
Broye-Aubigney-Montseugny,217001015,70101,COM,483,hab < 1000,mairiedebroye@orange.fr,03 84 31 61 71,http://www.mairie-broye-aubigney-montseugny.fr
Brussey,217001023,70102,COM,277,hab < 1000,,,
La Bruyère,217001031,70103,COM,217,hab < 1000,,,
Bucey-lès-Gy,217001049,70104,COM,615,hab < 1000,mairie-bucey-les-gy@wanadoo.fr,03 84 32 82 78,http://www.buceylesgy.fr
Bucey-lès-Traves,217001056,70105,COM,118,hab < 1000,,,
Buffignécourt,217001064,70106,COM,123,hab < 1000,mairie.buffignecourt@wanadoo.fr,03 84 91 11 41,http://www.buffignecourt.fr
Bussières,217001072,70107,COM,416,hab < 1000,mairiebussieres70@orange.fr,03 81 57 77 84,http://www.bussieres70.fr
Buthiers,217001098,70109,COM,308,hab < 1000,mairie.buthiers70@orange.fr,03 81 56 89 65,http://www.buthiers70.fr
Calmoutier,217001114,70111,COM,266,hab < 1000,,,
Cemboing,217001122,70112,COM,186,hab < 1000,,,
Cenans,217001130,70113,COM,125,hab < 1000,,,
Cendrecourt,217001148,70114,COM,212,hab < 1000,,,
Cerre-lès-Noroy,217001155,70115,COM,238,hab < 1000,,,
Chagey,217001163,70116,COM,657,hab < 1000,mairie.chagey@wanadoo.fr,03 84 56 80 16,https://chagey.fr
Châlonvillars,217001171,70117,COM,1286,1000 ≤ hab < 3500,mairie@chalonvillars.fr,03 84 28 60 39,http://mairie-chalonvillars.e-monsite.com
Chambornay-lès-Bellevaux,217001189,70118,COM,186,hab < 1000,mairie.chambornay@wanadoo.fr,03 84 91 94 30,http://www.chambornaylesbellevaux.fr/
Chambornay-lès-Pin,217001197,70119,COM,365,hab < 1000,,,
Champagney,217001205,70120,COM,3891,3500 ≤ hab < 10.000,mairie@champagney.fr,03 84 23 13 98,http://www.champagney.fr
Champey,217001213,70121,COM,884,hab < 1000,mairie@champey70.fr,03 84 27 41 16,http://www.champey70.fr
Champlitte,217001221,70122,COM,1712,1000 ≤ hab < 3500,mairie.champlitte@orange.fr,03 84 67 64 10,http://www.mairie-champlitte.fr
Champtonnay,217001247,70124,COM,100,hab < 1000,,,
Champvans,217001254,70125,COM,185,hab < 1000,,,
Chancey,217001262,70126,COM,205,hab < 1000,,,
Chantes,217001270,70127,COM,126,hab < 1000,,,
La Chapelle-lès-Luxeuil,217001288,70128,COM,395,hab < 1000,mairie.lachapellelesluxeuil@wanadoo.fr,03 84 94 56 20,http://www.lachapellelesluxeuil.fr
La Chapelle-Saint-Quillain,217001296,70129,COM,153,hab < 1000,,,
Charcenne,217001304,70130,COM,348,hab < 1000,,,
Chargey-lès-Gray,217001320,70132,COM,801,hab < 1000,mairie.chargeylesgray@wanadoo.fr,03 84 65 55 31,https://chargeylesgray.fr
Chargey-lès-Port,217001338,70133,COM,245,hab < 1000,,,
Chariez,217001346,70134,COM,212,hab < 1000,,,
Charmes-Saint-Valbert,217001353,70135,COM,43,hab < 1000,,,
Charmoille,217001361,70136,COM,493,hab < 1000,,,
Chassey-lès-Montbozon,217001379,70137,COM,223,hab < 1000,mairie.chasseylesmontbozon@wanadoo.fr,03 84 92 33 87,http://mairie-chassey-les-montbozon.fr
Chassey-lès-Scey,217001387,70138,COM,137,hab < 1000,,,
Châteney,217001403,70140,COM,60,hab < 1000,,,
Châtenois,217001411,70141,COM,129,hab < 1000,,,
Chaumercenne,217001429,70142,COM,184,hab < 1000,,,
Chauvirey-le-Châtel,217001437,70143,COM,126,hab < 1000,,,
Chauvirey-le-Vieil,217001445,70144,COM,34,hab < 1000,commune-chauvireylevieil@orange.fr,03 84 68 59 74,http://www.cchvs.fr
Chaux-la-Lotière,217001452,70145,COM,452,hab < 1000,chaux-la-lotiere@wanadoo.fr,03 84 91 73 97,http://www.chaux-la-lotiere.fr
Chaux-lès-Port,217001460,70146,COM,157,hab < 1000,,,
Chavanne,217001478,70147,COM,237,hab < 1000,,,
Chemilly,217001486,70148,COM,89,hab < 1000,,,
Chenebier,217001494,70149,COM,714,hab < 1000,mairie.chenebier@wanadoo.fr,03 84 27 30 54,http://www.chenebier.fr
Chenevrey-et-Morogne,217001502,70150,COM,306,hab < 1000,,,
Chevigney,217001510,70151,COM,36,hab < 1000,,,
Choye,217001528,70152,COM,484,hab < 1000,mairiechoye@wanadoo.fr,03 84 32 88 71,http://www.choye.fr
Cintrey,217001536,70153,COM,97,hab < 1000,,,
Cirey,217001544,70154,COM,369,hab < 1000,commune-de-cirey@orange.fr,03 84 91 82 22,http://www.cirey.fr
Citers,217001551,70155,COM,779,hab < 1000,,,
Citey,217001569,70156,COM,102,hab < 1000,,,
Clairegoutte,217001577,70157,COM,386,hab < 1000,mairie.clairegoutte@wanadoo.fr,03 84 63 09 72,http://www.clairegoutte.fr
Clans,217001585,70158,COM,110,hab < 1000,,,
Cognières,217001593,70159,COM,91,hab < 1000,,,
Coisevaux,217001601,70160,COM,342,hab < 1000,,,
Colombe-lès-Vesoul,217001627,70162,COM,490,hab < 1000,mairie.colombelesvesoul@orange.fr,03 84 75 66 39,http://www.colombelesvesoul.fr
Colombier,217001635,70163,COM,455,hab < 1000,colombier@vesoul.fr,03 84 75 90 79,http://www.vesoul.fr
Colombotte,217001643,70164,COM,86,hab < 1000,,,
Combeaufontaine,217001650,70165,COM,588,hab < 1000,,,
Comberjon,217001668,70166,COM,173,hab < 1000,comberjon@vesoul.fr,03 84 75 92 16,http://vesoul.fr
Conflandey,217001676,70167,COM,377,hab < 1000,,,
Conflans-sur-Lanterne,217001684,70168,COM,640,hab < 1000,,,
Confracourt,217001692,70169,COM,220,hab < 1000,mairie.confracourt@wanadoo.fr,03 84 92 07 29,https://www.mairie-confracourt.fr
Contréglise,217001700,70170,COM,118,hab < 1000,,,
Corbenay,217001718,70171,COM,1319,1000 ≤ hab < 3500,mairie.corbenay@wanadoo.fr,03 84 49 01 75,http://www.corbenay.fr
La Corbière,217001726,70172,COM,107,hab < 1000,,,
Cordonnet,217001742,70174,COM,145,hab < 1000,,,
Cornot,217001759,70175,COM,143,hab < 1000,,,
Corravillers,217001767,70176,COM,192,hab < 1000,mairie.corravillers@wanadoo.fr,03 84 94 40 84,http://www.corravillers.com
Corre,217001775,70177,COM,614,hab < 1000,,,
La Côte,217001783,70178,COM,532,hab < 1000,,,
Coulevon,217001791,70179,COM,184,hab < 1000,,,
Courchaton,217001809,70180,COM,461,hab < 1000,,,
Courmont,217001825,70182,COM,129,hab < 1000,,,
Courtesoult-et-Gatey,217001833,70183,COM,61,hab < 1000,,,
Couthenans,217001841,70184,COM,753,hab < 1000,,,
Cresancey,217001858,70185,COM,191,hab < 1000,,,
La Creuse,217001866,70186,COM,77,hab < 1000,,,
Crevans-et-la-Chapelle-lès-Granges,217001874,70187,COM,267,hab < 1000,,,
Creveney,217001882,70188,COM,59,hab < 1000,,,
Cromary,217001890,70189,COM,245,hab < 1000,commune-de-cromary@orange.fr,03 84 91 91 58,https://cromary.fr/
Cubry-lès-Faverney,217001908,70190,COM,181,hab < 1000,accueil@mairie-cubrylesfaverney.fr,03 84 91 20 52,https://mairie-cubrylesfaverney.fr 
Cugney,217001924,70192,COM,198,hab < 1000,,,
Cult,217001932,70193,COM,233,hab < 1000,,,
Cuve,217001940,70194,COM,154,hab < 1000,,,
Dambenoît-lès-Colombe,217001957,70195,COM,281,hab < 1000,mairie@dambenoit.fr,09 60 17 89 96,http://www.dambenoit.fr
Dampierre-lès-Conflans,217001965,70196,COM,275,hab < 1000,mairie.dampierre-les-conflans@wanadoo.fr,03 84 49 84 72,http://www.dampierre-les-conflans.com
Dampierre-sur-Linotte,217001973,70197,COM,819,hab < 1000,mairiedampierresurlinotte@wanadoo.fr,03 84 78 30 09,http://www.dampierre-sur-linotte.fr
Dampierre-sur-Salon,217001981,70198,COM,1309,1000 ≤ hab < 3500,mairie@dampierresursalon.fr.,03 84 67 14 30,http://www.dampierre-sur-salon.fr
Dampvalley-lès-Colombe,217001999,70199,COM,110,hab < 1000,,,
Dampvalley-Saint-Pancras,217002005,70200,COM,35,hab < 1000,,,
Delain,217002013,70201,COM,223,hab < 1000,,,
Demangevelle,217002021,70202,COM,295,hab < 1000,,,
La Demie,217002039,70203,COM,146,hab < 1000,,,
Denèvre,217002047,70204,COM,173,hab < 1000,,,
Échavanne,217002054,70205,COM,208,hab < 1000,,,
Échenans-sous-Mont-Vaudois,217002062,70206,COM,528,hab < 1000,,,
Échenoz-la-Méline,217002070,70207,COM,3291,1000 ≤ hab < 3500,echenoz-la-meline@vesoul.fr,03 84 75 14 77,http://www.echenoz-la-meline.fr
Échenoz-le-Sec,217002088,70208,COM,314,hab < 1000,,,
Écromagny,217002104,70210,COM,161,hab < 1000,mairie.ecromagny@wanadoo.fr,03 84 63 29 38,http://www.ecromagny.fr
Écuelle,217002112,70211,COM,75,hab < 1000,,,
Éhuns,217002138,70213,COM,243,hab < 1000,mairie.ehuns@orange.fr,03 84 94 57 43,http://www.ehuns.fr
Équevilley,217002146,70214,COM,130,hab < 1000,,,
Errevet,217002153,70215,COM,262,hab < 1000,,,
Esboz-Brest,217002161,70216,COM,462,hab < 1000,,,
Esmoulières,217002179,70217,COM,97,hab < 1000,,,
Esmoulins,217002187,70218,COM,138,hab < 1000,,,
Esprels,217002195,70219,COM,747,hab < 1000,info@mairie-esprels.fr,03 84 20 51 89,http://www.esprels.fr
Essertenne-et-Cecey,217002203,70220,COM,417,hab < 1000,,,
Étobon,217002211,70221,COM,303,hab < 1000,,,
Étrelles-et-la-Montbleuse,217002229,70222,COM,79,hab < 1000,,,
Étuz,217002245,70224,COM,675,hab < 1000,,,
Fahy-lès-Autrey,217002252,70225,COM,118,hab < 1000,mairie.fahylesautrey@wanadoo.fr,03 84 32 32 29,http://fahy.lesautrey.free.fr
Fallon,217002260,70226,COM,308,hab < 1000,,,
Faucogney-et-la-Mer,217002278,70227,COM,570,hab < 1000,,,
Faverney,217002286,70228,COM,967,hab < 1000,faverney@orange.fr,03 84 91 30 71,http://www.ville-faverney.com
Faymont,217002294,70229,COM,268,hab < 1000,,,
Fédry,217002302,70230,COM,99,hab < 1000,,,
Ferrières-lès-Ray,217002310,70231,COM,36,hab < 1000,,,
Ferrières-lès-Scey,217002328,70232,COM,130,hab < 1000,,,
Les Fessey,217002336,70233,COM,140,hab < 1000,,,
Filain,217002344,70234,COM,238,hab < 1000,,,
Flagy,217002351,70235,COM,157,hab < 1000,,,
Fleurey-lès-Faverney,217002369,70236,COM,471,hab < 1000,fleurey-les-faverney@wanadoo.fr,03 84 91 31 59,http://www.fleurey.fr
Fleurey-lès-Lavoncourt,217002377,70237,COM,100,hab < 1000,,,
Fleurey-lès-Saint-Loup,217002385,70238,COM,136,hab < 1000,,,
Fondremand,217002393,70239,COM,202,hab < 1000,,,
Fontaine-lès-Luxeuil,217002401,70240,COM,1385,1000 ≤ hab < 3500,mairie@fontaine-les-luxeuil.fr,03 84 94 80 90,http://www.fontaine-les-luxeuil.fr
Fontenois-la-Ville,217002427,70242,COM,136,hab < 1000,,,
Fontenois-lès-Montbozon,217002435,70243,COM,333,hab < 1000,,,
Fouchécourt,217002443,70244,COM,109,hab < 1000,,,
Fougerolles-Saint-Valbert,200082634,70245,COM,4004,3500 ≤ hab < 10.000,fougerolles@wanadoo.fr,03 84 49 13 92,http://www.fougerolles-saint-valbert.fr
Fouvent-Saint-Andoche,217002476,70247,COM,224,hab < 1000,,,
Frahier-et-Chatebier,217002484,70248,COM,1381,1000 ≤ hab < 3500,mairiefrahier@wanadoo.fr,03 84 27 31 14,http://www.ccrc70.fr
Francalmont,217002492,70249,COM,125,hab < 1000,,,
Franchevelle,217002500,70250,COM,423,hab < 1000,,,
Francourt,217002518,70251,COM,108,hab < 1000,,,
Framont,217002526,70252,COM,177,hab < 1000,,,
Frasne-le-Château,217002534,70253,COM,317,hab < 1000,mairie.frasne.hte.saone@wanadoo.fr,03 84 32 41 68,https://www.frasne-le-chateau.fr
Frédéric-Fontaine,217002542,70254,COM,268,hab < 1000,,,
Fresne-Saint-Mamès,217002559,70255,COM,513,hab < 1000,mairiefresnestmames@orange.fr,03 84 78 43 80,http://www.mairie-fresne-saint-mames.fr
Fresse,217002567,70256,COM,746,hab < 1000,mairie.fresse@orange.fr,03 84 63 32 58,https://fresse70.fr
Fretigney-et-Velloreille,217002575,70257,COM,743,hab < 1000,mairie.fretigney@wanadoo.fr,03 84 78 20 28,http://www.fretigney.fr
Froideconche,217002583,70258,COM,2026,1000 ≤ hab < 3500,communedefroideconche@wanadoo.fr,03 84 40 07 85,http://www.froideconche.fr
Froideterre,217002591,70259,COM,380,hab < 1000,,,
Frotey-lès-Lure,217002609,70260,COM,731,hab < 1000,,,
Frotey-lès-Vesoul,217002617,70261,COM,1471,1000 ≤ hab < 3500,frotey-les-vesoul@vesoul.fr,03 84 75 07 45,http://www.frotey-les-vesoul.fr
Genevreuille,217002625,70262,COM,173,hab < 1000,,,
Genevrey,217002633,70263,COM,251,hab < 1000,,,
Georfans,217002641,70264,COM,60,hab < 1000,,,
Germigney,217002658,70265,COM,170,hab < 1000,,,
Gevigney-et-Mercey,217002674,70267,COM,483,hab < 1000,mairie.gevigney@wanadoo.fr,03 84 68 03 90,http://www.gevigney-mercey.fr
Gézier-et-Fontenelay,217002682,70268,COM,210,hab < 1000,,,
Girefontaine,217002690,70269,COM,38,hab < 1000,,,
Gouhenans,217002716,70271,COM,405,hab < 1000,gouhenans.mairie@orange.fr,03 84 20 11 08,http://www.gouhenans.fr
Gourgeon,217002724,70272,COM,239,hab < 1000,,,
Grammont,217002732,70273,COM,66,hab < 1000,,,
Grandecourt,217002740,70274,COM,44,hab < 1000,,,
Grandvelle-et-le-Perrenot,217002757,70275,COM,373,hab < 1000,,,
Granges-la-Ville,217002765,70276,COM,196,hab < 1000,,,
Granges-le-Bourg,217002773,70277,COM,390,hab < 1000,,,
Grattery,217002781,70278,COM,217,hab < 1000,mairie.grattery@orange.fr,03 84 91 62 81,http://www.grattery-70170.fr
Gray,217002799,70279,COM,5860,3500 ≤ hab < 10.000,mairie@ville-gray.fr,03 84 65 11 14,http://www.gray.fr
Gray-la-Ville,217002807,70280,COM,1000,1000 ≤ hab < 3500,mairie.gray-la-ville@orange.fr,03 84 65 05 69,http://www.gray-la-ville.fr
Gy,217002823,70282,COM,1099,1000 ≤ hab < 3500,mairie.gy@wanadoo.fr,03 84 32 85 28,http://www.mairie-gy.fr
Haut-du-Them-Château-Lambert,217002831,70283,COM,444,hab < 1000,mairieduhautduthem@wanadoo.fr,03 84 20 40 84,http://www.hautduthemchateaulambert.fr
Hautevelle,217002849,70284,COM,273,hab < 1000,,,
Héricourt,200083608,70285,COM,10910,10.000 ≤ hab < 100.000,mairie@hericourt.com,03 84 46 10 88,http://www.hericourt.com
Hugier,217002864,70286,COM,129,hab < 1000,,,
Hurecourt,217002872,70287,COM,43,hab < 1000,,,
Hyet,217002880,70288,COM,123,hab < 1000,,,
Igny,217002898,70289,COM,194,hab < 1000,,,
Jasney,217002906,70290,COM,256,hab < 1000,,,
Jonvelle,217002914,70291,COM,128,hab < 1000,,,
Jussey,217002922,70292,COM,1688,1000 ≤ hab < 3500,contact@mairie-jussey.fr,03 84 68 11 49,http://www.jussey.fr
Lambrey,217002930,70293,COM,87,hab < 1000,,,
Lantenot,217002948,70294,COM,357,hab < 1000,mairie.lantenot70@wanadoo.fr,03 84 63 60 17,http://www.cctv70.fr
La Lanterne-et-les-Armonts,217002955,70295,COM,215,hab < 1000,,,
Larians-et-Munans,217002963,70296,COM,256,hab < 1000,,,
Larret,217002971,70297,COM,61,hab < 1000,,,
Lavigney,217002989,70298,COM,128,hab < 1000,communedelavigney@orange.fr,03 84 92 16 15,https://lavigney.fr
Lavoncourt,217002997,70299,COM,318,hab < 1000,mairielavoncourt@orange.fr,03 84 92 06 99,http://www.lavoncourt.fr
Lieffrans,217003011,70301,COM,59,hab < 1000,,,
Lieucourt,217003029,70302,COM,80,hab < 1000,,,
Liévans,217003037,70303,COM,146,hab < 1000,,,
Linexert,217003045,70304,COM,132,hab < 1000,,,
Lœuilley,217003052,70305,COM,109,hab < 1000,,,
Lomont,217003060,70306,COM,446,hab < 1000,,,
Longevelle,217003078,70307,COM,135,hab < 1000,,,
La Longine,217003086,70308,COM,234,hab < 1000,,,
Loulans-Verchamp,217003094,70309,COM,469,hab < 1000,mairie.loulans.verchamp@wanadoo.fr,03 84 68 31 26,http://www.loulansverchamp.fr
Lure,217003102,70310,COM,8450,3500 ≤ hab < 10.000,mairie@lure.fr,03 84 89 01 01,http://www.lure.fr
Luxeuil-les-Bains,217003110,70311,COM,7019,3500 ≤ hab < 10.000,mairie@luxeuil-les-bains.fr,03 84 93 90 00,http://www.ville-luxeuil-les-bains.fr
Luze,217003128,70312,COM,729,hab < 1000,mairie-de.luze@laposte.net,03 84 46 13 85,http://www.luze70.com
Lyoffans,217003136,70313,COM,385,hab < 1000,,,
Magnivray,217003144,70314,COM,171,hab < 1000,,,
Magnoncourt,217003151,70315,COM,437,hab < 1000,,,
Le Magnoray,217003169,70316,COM,96,hab < 1000,,,
Les Magny,217003177,70317,COM,141,hab < 1000,,,
Magny-Danigon,217003185,70318,COM,457,hab < 1000,,,
Magny-Jobert,217003193,70319,COM,110,hab < 1000,,,
Magny-lès-Jussey,217003201,70320,COM,105,hab < 1000,,,
Magny-Vernois,217003219,70321,COM,1378,1000 ≤ hab < 3500,mairie.m-vernois@wanadoo.fr,03 84 62 93 61,http://www.magny-vernois.fr
Mailleroncourt-Charette,217003227,70322,COM,280,hab < 1000,,,
Mailleroncourt-Saint-Pancras,217003235,70323,COM,192,hab < 1000,,,
Mailley-et-Chazelot,217003243,70324,COM,663,hab < 1000,mailley.chazelot@orange.fr,03 84 78 26 27,http://www.mailley-chazelot.fr
Maizières,217003250,70325,COM,381,hab < 1000,,,
La Malachère,217003268,70326,COM,310,hab < 1000,,,
Malans,217003276,70327,COM,136,hab < 1000,,,
Malbouhans,217003284,70328,COM,350,hab < 1000,,,
Malvillers,217003292,70329,COM,67,hab < 1000,,,
Mandrevillars,217003300,70330,COM,249,hab < 1000,,,
Mantoche,217003318,70331,COM,471,hab < 1000,,,
Marast,217003326,70332,COM,52,hab < 1000,,,
Marnay,217003342,70334,COM,1507,1000 ≤ hab < 3500,mairie.marnay@wanadoo.fr,03 84 31 74 42,http://www.marnay70.com
Maussans,217003359,70335,COM,68,hab < 1000,,,
Mélecey,217003367,70336,COM,152,hab < 1000,,,
Melin,217003375,70337,COM,58,hab < 1000,,,
Melincourt,217003383,70338,COM,241,hab < 1000,,,
Mélisey,217003391,70339,COM,1713,1000 ≤ hab < 3500,secretariat@mairie-melisey.com,03 84 20 84 38,https://melisey.fr
Membrey,217003409,70340,COM,250,hab < 1000,,,
Menoux,217003417,70341,COM,308,hab < 1000,,,
Mercey-sur-Saône,217003425,70342,COM,136,hab < 1000,,,
Mersuay,217003433,70343,COM,297,hab < 1000,mairie.mersuay@wanadoo.fr,03 84 91 43 33,http://www.mersuay.fr
Meurcourt,217003441,70344,COM,335,hab < 1000,meurcourt.commune@free.fr,03 84 68 92 41,http://www.meurcourt.commune.free.fr
Mignavillers,217003474,70347,COM,343,hab < 1000,,,
Moffans-et-Vacheresse,217003482,70348,COM,641,hab < 1000,,,
Moimay,217003490,70349,COM,238,hab < 1000,,,
Molay,217003508,70350,COM,68,hab < 1000,,,
Mollans,217003516,70351,COM,240,hab < 1000,mairie.mollans@orange.fr,03 84 74 31 75,http://www.mollans.fr
La Montagne,217003524,70352,COM,38,hab < 1000,,,
Montagney,217003532,70353,COM,531,hab < 1000,,,
Montarlot-lès-Rioz,217003557,70355,COM,290,hab < 1000,,,
Montboillon,217003565,70356,COM,269,hab < 1000,,,
Montbozon,217003573,70357,COM,669,hab < 1000,,,
Montcey,217003581,70358,COM,284,hab < 1000,montcey@vesoul.fr,03 84 75 90 91,https://www.vesoul.fr
Montcourt,217003599,70359,COM,55,hab < 1000,,,
Montdoré,217003607,70360,COM,73,hab < 1000,,,
Montessaux,217003615,70361,COM,170,hab < 1000,,,
Montigny-lès-Cherlieu,217003623,70362,COM,161,hab < 1000,,,
Montigny-lès-Vesoul,217003631,70363,COM,686,hab < 1000,mairie-montigny2@wanadoo.fr,03 84 76 54 50,http://www.montigny-les-vesoul.eu
Montjustin-et-Velotte,217003649,70364,COM,127,hab < 1000,,,
Villers-Chemin-et-Mont-lès-Étrelles,217003664,70366,COM,122,hab < 1000,,,
Mont-le-Vernois,217003672,70367,COM,170,hab < 1000,,,
Montot,217003680,70368,COM,138,hab < 1000,,,
Mont-Saint-Léger,217003698,70369,COM,53,hab < 1000,,,
Montureux-et-Prantigny,217003714,70371,COM,210,hab < 1000,,,
Montureux-lès-Baulay,217003722,70372,COM,158,hab < 1000,,,
La Roche-Morey,217003730,70373,COM,278,hab < 1000,,,
Motey-Besuche,217003748,70374,COM,110,hab < 1000,,,
Nantilly,217003763,70376,COM,497,hab < 1000,mairie.nantilly@orange.fr,03 84 65 56 68,http://www.mairienantilly.fr
Navenne,217003789,70378,COM,1723,1000 ≤ hab < 3500,navenne@vesoul.fr,03 84 75 13 43,http://www.navenne.fr
Neurey-en-Vaux,217003805,70380,COM,182,hab < 1000,,,
Neurey-lès-la-Demie,217003813,70381,COM,342,hab < 1000,,,
Neuvelle-lès-Cromary,217003839,70383,COM,392,hab < 1000,communeneuvellecromary@orange.fr,03 84 91 93 79,http://www.neuvelle-les-cromary.fr
Neuvelle-lès-la-Charité,217003847,70384,COM,229,hab < 1000,mairie.neuvelleleslacharite@orange.fr,03 84 78 88 78,http://www.cc-descombes.fr
La Neuvelle-lès-Lure,217003854,70385,COM,342,hab < 1000,commune-neuvelle-l-lure@orange.fr,03 84 30 38 19,http://www.laneuvelleleslure.fr
La Neuvelle-lès-Scey,217003862,70386,COM,192,hab < 1000,,,
Noidans-le-Ferroux,217003870,70387,COM,715,hab < 1000,mairienoidansleferroux@wanadoo.fr,03 84 78 86 89,http://www.noidans-le-ferroux.fr
Noidans-lès-Vesoul,217003888,70388,COM,2059,1000 ≤ hab < 3500,mairie@noidans-les-vesoul.fr,03 84 96 99 70,http://www.noidans-les-vesoul.fr
Noiron,217003896,70389,COM,58,hab < 1000,,,
Noroy-le-Bourg,217003904,70390,COM,499,hab < 1000,mairie-noroy-le-bourg@wanadoo.fr,03 84 78 71 15,http://www.noroy-le-bourg.fr
Oigney,217003920,70392,COM,50,hab < 1000,,,
Oiselay-et-Grachaux,217003938,70393,COM,429,hab < 1000,oiselay.grach@wanadoo.fr,03 84 32 40 67,http://www.oiselay-et-grachaux.fr 
Onay,217003946,70394,COM,63,hab < 1000,,,
Oppenans,217003953,70395,COM,57,hab < 1000,mairie.oppenans@orange.fr,03 84 78 76 32,http://www.oppenans.fr
