nom,SIREN,type,code_region,code_departement,population,tranche_pop,adresse_courriel,telephone,site_internet
CC du Bas Armagnac,243200409,CC,76,32,8930,3500 ≤ hab < 10.000,info@cc-basarmagnac.fr,05 62 69 01 16,http://www.cc-basarmagnac.fr
CC du Bassin Auterivain Haut-Garonnais,200068807,CC,76,31,31894,10.000 ≤ hab < 100.000,accueil@ccba31.fr,05 61 50 99 00,http://www.cc-bassinauterivain.fr
CC du Bassin d'Aubenas,200073245,CC,84,07,41173,10.000 ≤ hab < 100.000,contact@cdcba.fr,04 75 94 61 12,http://www.bassin-aubenas.fr
CC du Bassin de Joinville en Champagne,200044253,CC,44,52,13159,10.000 ≤ hab < 100.000,secretariat@ccbjc.fr,03 25 05 94 69,http://www.ccbjc.fr
CC du Bassin de Marennes,241700699,CC,75,17,15775,10.000 ≤ hab < 100.000,contact@bassin-de-marennes.com,05 46 85 98 41,http://www.bassin-de-marennes.com
CC du Bazadais,200043982,CC,75,33,16289,10.000 ≤ hab < 100.000,contactbazas@cdcdubazadais.fr,05 56 25 28 81,http://www.cdcdubazadais.fr
CC du Béarn des Gaves,200067288,CC,75,64,18331,10.000 ≤ hab < 100.000,accueil@ccbearndesgaves.fr,05 59 38 30 46,http://www.ccbearndesgaves.fr
CC du Bocage Bourbonnais,200071496,CC,84,03,14123,10.000 ≤ hab < 100.000,contact@ccbb.fr,04 70 67 11 89,http://www.cc-bocage-bourbonnais.com
CC du Bocage Mayennais,245300389,CC,52,53,19659,10.000 ≤ hab < 100.000,accueil@bocage.mayennais.fr,02 43 08 47 47,http://www.cc-bocagemayennais.fr
CC du Bonnevalais,242852465,CC,24,28,12977,10.000 ≤ hab < 100.000,accueil@cdcdubonnevalais.fr,02 37 47 32 56,http://www.comcomdubonnevalais.com
CC du Canton d'Erstein,200067924,CC,44,67,48482,10.000 ≤ hab < 100.000,contact@cc-erstein.fr,03 88 74 50 00,http://www.cc-erstein.fr
CC du Canton d'Oulchy-le-Château,240200519,CC,32,02,5842,3500 ≤ hab < 10.000,contact@cc-oulchylechateau.fr,03 23 55 65 20,http://www.cc-oulchylechateau.fr
CC du Canton de Charly-sur-Marne,240200584,CC,32,02,16035,10.000 ≤ hab < 100.000,accueil.c4@c4charly.fr,03 23 82 24 69,http://www.communaute-charlysurmarne.fr
CC du Canton de la Chambre,247300361,CC,84,73,7546,3500 ≤ hab < 10.000,comcomcc@orange.fr,04 79 56 26 64,http://www.la4c.fr
CC du Canton de Semur-en-Brionnais,247103864,CC,27,71,5335,3500 ≤ hab < 10.000,contact@ccsemur.fr,03 85 25 86 47,http://www.cc-semur-en-brionnais.fr
CC du Cap Corse,200042943,CC,94,2B,6923,3500 ≤ hab < 10.000,contact@cc-capcorse.corsica,04 95 31 02 32,http://www.destination-cap-corse.corsica
CC du Castelrenaudais,243700499,CC,24,37,17164,10.000 ≤ hab < 100.000,contact@cc-castelrenaudais.fr,02 47 29 57 40,http://www.cc-castelrenaudais.fr
CC du Causse de Labastide-Murat,244600573,CC,76,46,3959,3500 ≤ hab < 10.000,contact@cc-labastide-murat.fr,05 65 20 08 50,http://www.cc-labastide-murat.fr
CC du Centre Corse,242020071,CC,94,2B,9898,3500 ≤ hab < 10.000,accueil@cccentre-corse.fr,04 95 47 04 04,http://www.centre-corse.com
CC du Centre du Haut-Rhin,246800445,CC,44,68,15541,10.000 ≤ hab < 100.000,contact@ccchr.fr,03 89 26 40 70,http://www.ccchr.fr
CC du Centre-Ouest,200059871,CC,06,976,51449,10.000 ≤ hab < 100.000,,,
CC du Chaourçois et du Val d'Armance,200071041,CC,44,10,10835,10.000 ≤ hab < 100.000,contact@cccva10.fr,03 25 70 63 34,http://www.cc-chaourcois-val-armance.fr
CC du Châtillonnais en Berry,200035848,CC,24,36,6397,3500 ≤ hab < 10.000,communautedecommunes36700@orange.fr,02 54 39 01 16,http://www.chatillonnais-en-berry.fr
CC du Chemin des Dames,240200592,CC,32,02,5534,3500 ≤ hab < 10.000,c.c.chemin.des.dames@wanadoo.fr,03 23 22 69 72,http://www.cc-chemindesdames.fr
CC du Civraisien en Poitou,200070035,CC,75,86,28346,10.000 ≤ hab < 100.000,,,
CC du Clermontais,243400355,CC,76,34,27964,10.000 ≤ hab < 100.000,accueil@cc-clermontais.fr,04 67 88 95 50,http://www.cc-clermontais.fr
CC du Clermontois,246000376,CC,32,60,38340,10.000 ≤ hab < 100.000,accueil@pays-clermontois.fr,03 44 50 85 00,http://www.pays-clermontois.fr
CC du Clunisois,200040293,CC,27,71,14438,10.000 ≤ hab < 100.000,contact@enclunisois.fr,03 85 20 00 11,http://www.enclunisois.com
CC du Confluent et des Coteaux de Prayssas,200068922,CC,75,47,18789,10.000 ≤ hab < 100.000,secretariat@ccconfluent.fr,05 53 79 81 15,http://www.communauteduconfluent.com
CC du Cordais et du Causse (4 C),200034064,CC,76,81,4756,3500 ≤ hab < 10.000,,,
CC du Créonnais,243301215,CC,75,33,17212,10.000 ≤ hab < 100.000,contact.cdc@cc-creonnais.fr,05 57 34 57 00,http://www.cc-creonnais.fr
CC du Crestois et de Pays de Saillans Cœur de Drôme,200040509,CC,84,26,15608,10.000 ≤ hab < 100.000,accueil@cccps.fr,04 75 40 03 89,https://www.cccps.fr
CC du Diois,242600534,CC,84,26,11920,10.000 ≤ hab < 100.000,contact@paysdiois.fr,04 75 22 29 44,http://www.paysdiois.fr
CC du District Urbain de Faulquemont (DUF),245700133,CC,44,57,25122,10.000 ≤ hab < 100.000,dg@dufcc.com,03 87 29 83 50,http://www.dufcc.com
CC du Doubs Baumois,242504447,CC,27,25,16552,10.000 ≤ hab < 100.000,contact@doubsbaumois.org,03 81 84 75 90,http://www.doubsbaumois.org
CC du Fronsadais,243301397,CC,75,33,17256,10.000 ≤ hab < 100.000,dgs@cdc-fronsadais.com,05 57 84 40 18,http://www.cdc-fronsadais.com
CC du Gâtinais en Bourgogne,248900748,CC,27,89,17798,10.000 ≤ hab < 100.000,,,
CC du Genevois,247400690,CC,84,74,45141,10.000 ≤ hab < 100.000,info@cc-genevois.fr,04 50 95 92 60,http://www.cc-genevois.fr
CC du Gévaudan,244800470,CC,76,48,10284,10.000 ≤ hab < 100.000,accueil@cc-gevaudan.fr,04 66 32 38 41,http://www.cc-gevaudan.fr
CC du Golfe de Saint-Tropez,200036077,CC,93,83,58463,10.000 ≤ hab < 100.000,,,
CC du Grand Armagnac,243200458,CC,76,32,13522,10.000 ≤ hab < 100.000,dgs@grand-armagnac.fr,05 62 08 78 22,http://www.grandarmagnac.fr
CC du Grand Chambord,244100798,CC,24,41,21064,10.000 ≤ hab < 100.000,contact@grandchambord.fr,02 54 46 53 80,http://www.grandchambord.fr
CC du Grand Châteaudun,200069961,CC,24,28,41898,10.000 ≤ hab < 100.000,contact@grandchateaudun.fr,02 37 44 98 94,http://www.grandchateaudun.fr
CC du Grand Cubzaguais,243301223,CC,75,33,34996,10.000 ≤ hab < 100.000,accueil@grand-cubzaguais.fr,05 57 43 96 37,http://www.grand-cubzaguais.fr
CC du Grand Langres,200072999,CC,44,52,22007,10.000 ≤ hab < 100.000,secretariat@grand-langres.fr,03 25 87 77 77,http://www.grand-langres.fr
CC du Grand Pic Saint-Loup,200022986,CC,76,34,48793,10.000 ≤ hab < 100.000,grandpicsaintloup@ccgpsl.fr,04 67 55 17 00,http://www.grandpicsaintloup.fr
CC du Grand Pontarlier,242500338,CC,27,25,28052,10.000 ≤ hab < 100.000,contact@grandpontarlier.fr,03 81 39 40 02,http://www.grandpontarlier.fr
CC du Grand Roye,200070977,CC,32,80,26253,10.000 ≤ hab < 100.000,,,
CC du Grand Saint-Émilionnais,200035533,CC,75,33,15268,10.000 ≤ hab < 100.000,contact@grand-st-emilionnais.org,05 57 55 21 60,http://www.grand-saint-emilionnais.fr
CC du Guillestrois et du Queyras,200067452,CC,93,05,8187,3500 ≤ hab < 10.000,contact@comcomgq.com,04 92 45 04 62,http://comcomgq.com
CC du Haut Pays Bigouden,242900710,CC,53,29,18465,10.000 ≤ hab < 100.000,info@cchpb.com,02 98 54 49 04,http://www.cchpb.bzh
CC du Haut Pays du Montreuillois,200069235,CC,32,62,16483,10.000 ≤ hab < 100.000,accueil@cchpm.fr,03 61 52 80 05,http://www.cchpm.fr
CC du Haut Val d'Oise,249500489,CC,11,95,38498,10.000 ≤ hab < 100.000,,,
CC du Haut Vallespir,246600548,CC,76,66,9872,3500 ≤ hab < 10.000,accueil@haut-vallespir.fr,04 68 21 82 05,http://www.haut-vallespir.fr
CC du Haut-Allier,200006930,CC,76,48,5443,3500 ≤ hab < 10.000,ccha@ccha-langogne.com,04 66 46 80 75,http://www.ccha-langogne.com
CC du Haut-Béarn,200067262,CC,75,64,33587,10.000 ≤ hab < 100.000,dgs@hautbearn.fr,05 59 10 35 70,https://www.hautbearn.fr
CC du Haut-Chablais,247400682,CC,84,74,12937,10.000 ≤ hab < 100.000,info@hautchablais.fr,04 50 72 14 54,http://www.cc-hautchablais.fr
CC du Haut-Jura - ARCADE,243900479,CC,27,39,9836,3500 ≤ hab < 10.000,,,
CC du Haut-Lignon,244301107,CC,84,43,8348,3500 ≤ hab < 10.000,cc.hautlignon@wanadoo.fr,04 71 59 87 63,http://www.cc-hautlignon.fr
CC du Haut-Poitou,200069763,CC,75,86,42323,10.000 ≤ hab < 100.000,,,
CC du Jovinien,248900938,CC,27,89,22401,10.000 ≤ hab < 100.000,,,
CC du Kochersberg,200034635,CC,44,67,25419,10.000 ≤ hab < 100.000,com.com@kochersberg.fr,03 88 69 76 29,http://www.kochersberg.fr
CC du Kreiz-Breizh (CCKB),242200715,CC,53,22,19356,10.000 ≤ hab < 100.000,accueil@cckb.bzh,02 96 29 18 18,http://www.kreiz-breizh.fr
CC du Lac d'Aiguebelette (CCLA),247300668,CC,84,73,5892,3500 ≤ hab < 10.000,ccla@ccla.fr,04 79 28 78 64,http://www.ccla.fr
CC du Lautrécois et du Pays d'Agout,200034056,CC,76,81,14890,10.000 ≤ hab < 100.000,,,
CC du Liancourtois,246000129,CC,32,60,23934,10.000 ≤ hab < 100.000,contact@ccl-valleedoree.fr,03 44 73 89 10,http://www.ccl-valleedoree.fr
CC du Limouxin,200071926,CC,76,11,29425,10.000 ≤ hab < 100.000,accueil@cc-limouxin.fr,04 68 31 40 78,https://cc-limouxin.com/
CC du Massif du Sancy,246300966,CC,84,"15,63",9869,3500 ≤ hab < 10.000,ccms@cc-massifdusancy.fr,04 73 65 24 48,http://www.cc-massifdusancy.fr
CC du Massif du Vercors,243801024,CC,84,38,12288,10.000 ≤ hab < 100.000,cc-massifduvercors@vercors.org,04 76 95 08 96,http://www.vercors.org
CC du Minervois au Caroux,200066348,CC,76,34,15173,10.000 ≤ hab < 100.000,cdcmc@cdcmc.fr,04 67 97 39 34,http://www.cc-minervois-caroux.fr
CC du Mont des Avaloirs,200042182,CC,52,53,16815,10.000 ≤ hab < 100.000,accueil@cc-montdesavaloirs.fr,02 43 30 11 11,http://www.cc-montdesavaloirs.fr
CC du Montbardois,242101491,CC,27,21,11259,10.000 ≤ hab < 100.000,ccdumontbardois@wanadoo.fr,03 80 92 15 43,http://www.cc-montbardois.fr
CC du Nivernais Bourbonnais,245804497,CC,27,58,5668,3500 ≤ hab < 10.000,,,
CC du Nogentais,200006716,CC,44,10,17118,10.000 ≤ hab < 100.000,contact@ccdunogentais.fr,03 25 21 69 76,http://www.ccdunogentais.fr
CC du Nord Est Béarn,200067296,CC,75,64,34837,10.000 ≤ hab < 100.000,contact@cc-nordestbearn.fr,05 59 33 46 10,http://www.cc-nordestbearn.fr
CC du Pays Arnay Liernais,200071173,CC,27,21,7432,3500 ≤ hab < 10.000,cc.arnay-liernais@orange.fr,03 80 90 18 36,http://www.cc-pays-arnay.fr
CC du Pays Beaume-Drobie,240700302,CC,84,07,8912,3500 ≤ hab < 10.000,cdc@pays-beaumedrobie.com,04 75 89 80 80,http://www.pays-beaumedrobie.com
CC du Pays Bellegardien (CCPB),240100891,CC,84,01,22203,10.000 ≤ hab < 100.000,info@ccpb01.fr,04 50 48 19 78,http://www.ccpb01.fr
CC du Pays Bigouden Sud,242900702,CC,53,29,38565,10.000 ≤ hab < 100.000,contact@ccpbs.fr,02 98 87 14 42,http://www.ccpbs.fr
CC du Pays Châtillonnais,242101434,CC,27,21,21021,10.000 ≤ hab < 100.000,contact@cc-chatillonnais.fr,03 80 81 57 57,http://www.chatillonnais.fr
CC du Pays d'Alésia et de la Seine,242101459,CC,27,21,7763,3500 ≤ hab < 10.000,contact@cc-alesia-seine.fr,03 80 96 06 83,http://www.cc-alesia-seine.fr
CC du Pays d'Ancenis,244400552,CC,52,"44,49",67991,10.000 ≤ hab < 100.000,compa@pays-ancenis.com,02 40 96 31 89,http://www.pays-ancenis.com
CC du Pays d'Étain,245501242,CC,44,55,7893,3500 ≤ hab < 10.000,accueil@pays-etain.fr,03 29 87 86 08,http://www.pays-etain.fr
CC du Pays d'Héricourt,247000722,CC,27,"25,70",21530,10.000 ≤ hab < 100.000,contact@payshericourt.fr,03 84 46 98 70,http://www.payshericourt.fr
CC du Pays d'Huriel,240300657,CC,84,03,7747,3500 ≤ hab < 10.000,pays.huriel@wanadoo.fr,04 70 28 60 22,http://www.cc-pays-huriel.com
CC du Pays d'Iroise,242900074,CC,53,29,49068,10.000 ≤ hab < 100.000,accueil@ccpi.bzh,02 98 84 28 65,http://www.pays-iroise.bzh
CC du Pays d'Issoudun,243600236,CC,24,"18,36",20660,10.000 ≤ hab < 100.000,ccpi@issoudun.fr,02 54 03 36 36,http://www.issoudun.fr
CC du Pays d'Olmes,240900464,CC,76,09,15542,10.000 ≤ hab < 100.000,ccpo@paysdolmes.org,05 34 09 33 80,http://www.paysdolmes.org
CC du Pays d'Othe,241000447,CC,44,10,8029,3500 ≤ hab < 10.000,contact@cc-po.fr,03 25 46 70 63,https://www.cdc-pays-othe.fr
CC du Pays d'Urfé,244200820,CC,84,42,5363,3500 ≤ hab < 10.000,contact@ccpu.fr,04 77 65 12 24,http://www.ccpu.fr
CC du Pays d'Uzerche,241927243,CC,75,19,9937,3500 ≤ hab < 10.000,"dgs@beaunecoteetsud.com, contact@paysduzerche.fr","03 80 24 56 80, 05 55 73 26 53","http://www.beaunecoteetsud.com, http://www.paysduzerche.fr"
CC du Pays de Barr,200034270,CC,44,67,24640,10.000 ≤ hab < 100.000,contact@paysdebarr.fr,03 88 58 52 22,http://paysdebarr.fr
CC du Pays de Bitche,200069441,CC,44,57,35428,10.000 ≤ hab < 100.000,contact@cc-paysdebitche.fr,03 87 96 99 45,http://www.cc-paysdebitche.fr
CC du Pays de Bray,246000913,CC,32,60,18731,10.000 ≤ hab < 100.000,contact@cc-paysdebray.fr,03 44 81 35 20,http://www.cc-paysdebray.com
CC du Pays de Château-Gontier,245300447,CC,52,53,31400,10.000 ≤ hab < 100.000,chateau-gontier@chateaugontier.fr,02 43 09 55 55,http://www.chateaugontier.fr
CC du Pays de Colombey et du Sud Toulois,245400510,CC,44,"54,88",11634,10.000 ≤ hab < 100.000,contact@pays-colombey-sudtoulois.fr,03 83 52 08 16,http://www.pays-colombey-sudtoulois.fr
CC du Pays de Conches,242700276,CC,28,27,19193,10.000 ≤ hab < 100.000,"contact@paysduneubourg.fr, angelique.fontaine@conchesenouche.com","02 32 34 04 41, 02 32 30 11 42","http://www.paysduneubourg.fr, http://www.conches-en-ouche.fr"
CC du Pays de Craon,200048551,CC,52,53,29430,10.000 ≤ hab < 100.000,accueil@paysdecraon.fr,02 43 09 61 61,http://www.paysdecraon.fr
CC du Pays de Cruseilles,247400112,CC,84,74,15659,10.000 ≤ hab < 100.000,ccpc@ccpaysdecruseilles.org,04 50 08 16 16,http://www.ccpaysdecruseilles.org
CC du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,CC,53,35,24141,10.000 ≤ hab < 100.000,info@ccdol-baiemsm.bzh,02 99 80 90 57,http://www.ccdol-baiemsm.bzh
CC du Pays de Duras,244700449,CC,75,47,5839,3500 ≤ hab < 10.000,comdecomduras@wanadoo.fr,05 53 83 78 65,http://www.cc-paysdeduras.fr
CC du Pays de Falaise,241400514,CC,28,14,28902,10.000 ≤ hab < 100.000,accueil@paysdefalaise.fr,02 31 90 42 18,http://www.paysdefalaise.fr
CC du Pays de Fayence,200004802,CC,93,83,28187,10.000 ≤ hab < 100.000,,,
CC du Pays de Fénelon,200040830,CC,75,24,9961,3500 ≤ hab < 10.000,accueil@paysdefenelon.fr,05 53 30 43 57,http://www.paysdefenelon.fr
CC du Pays de Honfleur-Beuzeville,200066827,CC,28,"14,27",28383,10.000 ≤ hab < 100.000,contact@ccphb.fr,02 31 14 29 30,http://www.ccphb.fr
CC du Pays de l'Arbresle (CCPA),246900625,CC,84,69,38336,10.000 ≤ hab < 100.000,ccpa@paysdelarbresle.fr,04 74 01 68 90,http://www.paysdelarbresle.fr
CC du Pays de l'Huisne Sarthoise,247200686,CC,52,72,29548,10.000 ≤ hab < 100.000,contact@huisne-sarthoise.com,02 43 60 72 71,http://www.huisne-sarthoise.com
CC du Pays de l'Ourcq,247700065,CC,11,77,18337,10.000 ≤ hab < 100.000,ccpo@paysdelourcq.fr,01 60 61 55 00,http://www.paysdelourcq.fr
CC du Pays de l'Ozon,246900765,CC,84,69,25971,10.000 ≤ hab < 100.000,,,
CC du Pays de la Châtaigneraie,248500415,CC,52,85,15995,10.000 ≤ hab < 100.000,,,
CC du Pays de la Serre,240200469,CC,32,02,14879,10.000 ≤ hab < 100.000,contact@paysdelaserre.fr,03 23 80 77 22,http://www.paysdelaserre.fr
CC du Pays de la Zorn,246700959,CC,44,67,16092,10.000 ≤ hab < 100.000,,,
CC du Pays de Lalbenque-Limogne,244600532,CC,76,46,8486,3500 ≤ hab < 10.000,contact@ccpll.fr,05 65 24 22 50,http://www.cc-lalbenque-limogne.fr
CC du Pays de Lamastre,200016905,CC,84,07,6816,3500 ≤ hab < 10.000,cdclamastre@orange.fr,04 75 06 52 86,http://www.lamastre.fr
CC du Pays de Landerneau-Daoulas,242900801,CC,53,29,49653,10.000 ≤ hab < 100.000,assemblees@capld.bzh,02 98 21 37 67,http://www.pays-landerneau-daoulas.fr
CC du Pays de Landivisiau,242900751,CC,53,29,34026,10.000 ≤ hab < 100.000,contact@pays-de-landivisiau.com,02 98 68 42 41,http://www.pays-de-landivisiau.com
CC du Pays de Lauzun,244700464,CC,75,47,10836,10.000 ≤ hab < 100.000,communautecommunes@ccpl47.fr,05 53 94 49 21,http://www.paysdelauzun.com
CC du Pays de Limours (CCPL),249100074,CC,11,91,27383,10.000 ≤ hab < 100.000,,,
CC du Pays de Lubersac-Pompadour,200066603,CC,75,19,7763,3500 ≤ hab < 10.000,secretariat@lubersacpompadour.fr,05 19 67 01 05,http://www.lubersacpompadour.fr
CC du Pays de Lumbres,246201016,CC,32,62,24682,10.000 ≤ hab < 100.000,accueil@ccplumbres.fr,03 21 12 94 94,http://www.cc-paysdelumbres.fr
CC du Pays de Lunel,243400520,CC,76,34,50240,10.000 ≤ hab < 100.000,contact@paysdelunel.fr,04 67 83 87 00,http://www.paysdelunel.fr
CC du Pays de Lure,247000664,CC,27,70,20190,10.000 ≤ hab < 100.000,contact@pays-de-lure.fr,03 84 89 00 30,http://www.pays-de-lure.fr
CC du Pays de Luxeuil,247000755,CC,27,70,15571,10.000 ≤ hab < 100.000,accueil@paysdeluxeuil.fr,03 84 40 63 00,http://www.paysdeluxeuil.fr
CC du Pays de Maîche,200023075,CC,27,25,19123,10.000 ≤ hab < 100.000,contact@ccpm-maiche.com,03 81 64 17 06,http://www.ccpaysmaiche.fr
CC du Pays de Mauriac,241500271,CC,84,15,7146,3500 ≤ hab < 10.000,administration@paysdemauriac.fr,04 71 68 27 32,http://www.paysdemauriac.fr
CC du Pays de Meslay-Grez,245300223,CC,52,53,14341,10.000 ≤ hab < 100.000,contact@paysmeslaygrez.fr,02 43 64 29 00,http://www.paysmeslaygrez.fr
CC du Pays de Mirepoix,200044469,CC,76,09,10873,10.000 ≤ hab < 100.000,contact@cc-paysdemirepoix.fr,05 61 68 13 02,http://www.cc-paysdemirepoix.fr
CC du Pays de Montbozon et du Chanois,200041853,CC,27,70,6786,3500 ≤ hab < 10.000,contact@ccpmc.fr,03 84 92 34 70,http://www.ccpmc.fr
CC du Pays de Montfaucon,244300307,CC,84,43,8495,3500 ≤ hab < 10.000,accueil@paysdemontfaucon.fr,04 71 65 74 10,http://www.paysdemontfaucon.fr
CC du Pays de Montmédy,245501259,CC,44,55,7396,3500 ≤ hab < 10.000,,,
CC du Pays de Mormal,200043321,CC,32,59,49337,10.000 ≤ hab < 100.000,contact@cc-paysdemormal.fr,03 27 09 04 60,http://www.cc-paysdemormal.fr
CC du Pays de Mortagne,248500662,CC,52,85,28783,10.000 ≤ hab < 100.000,,,
CC du Pays de Mortagne-au-Perche,200036069,CC,28,61,14483,10.000 ≤ hab < 100.000,info@cdc-mortagne-au-perche.com,02 33 85 35 80,http://www.cdc-mortagne-au-perche.com
CC du Pays de Niederbronn-les-Bains,246701098,CC,44,67,23709,10.000 ≤ hab < 100.000,"contact@ccpaysniederbronn.fr, courrier@strasbourg.eu","03 88 05 86 86, 03 68 98 50 00","http://www.ccpaysniederbronn.fr, http://www.strasbourg.eu"
CC du Pays de Phalsbourg,245700950,CC,44,57,18134,10.000 ≤ hab < 100.000,contact@paysdephalsbourg.fr,03 87 24 40 40,http://www.paysdephalsbourg.fr
CC du Pays de Pontchâteau Saint-Gildas-des-Bois,200000438,CC,52,44,35872,10.000 ≤ hab < 100.000,accueil@cc-paysdepontchateau.fr,02 40 45 07 94,http://www.cc-paysdepontchateau.fr
CC du Pays de Pouzauges,248500464,CC,52,85,23875,10.000 ≤ hab < 100.000,,,
CC du Pays de Revigny-sur-Ornain,245501184,CC,44,55,7514,3500 ≤ hab < 10.000,contact@copary.fr,03 29 78 75 69,http://www.copary.com
CC du Pays de Ribeauvillé,246800577,CC,44,68,18638,10.000 ≤ hab < 100.000,epci@cc-ribeauville.fr,03 89 73 27 10,http://www.cc-ribeauville.fr
"CC du Pays de Rouffach,Vignobles et Châteaux",246800494,CC,44,68,13749,10.000 ≤ hab < 100.000,accueil@cc-paysderouffach.fr,03 89 78 51 44,http://www.cc-paysderouffach.fr
CC du Pays de Saint-Aulaye,242400935,CC,75,24,6795,3500 ≤ hab < 10.000,cdc-staulaye@orange.fr,05 53 91 86 37,http://www.cc-paysdesaintaulaye.fr
CC du Pays de Saint-Fulgent - Les Essarts,200071918,CC,52,85,28135,10.000 ≤ hab < 100.000,,,
CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC,52,85,48973,10.000 ≤ hab < 100.000,,,
CC du Pays de Saint-Yrieix,248700189,CC,75,"19,87",12622,10.000 ≤ hab < 100.000,,,
CC du Pays de Sainte-Odile,246701080,CC,44,67,18597,10.000 ≤ hab < 100.000,ccpso@ccpso.com,03 88 95 53 52,http://www.cc-paysdesainteodile.fr
CC du Pays de Salars,241200658,CC,76,12,8048,3500 ≤ hab < 10.000,contact@paysdesalars.fr,05 65 74 39 72,https://www.levezou.fr
CC du Pays de Sancey-Belleherbe,242504371,CC,27,25,5594,3500 ≤ hab < 10.000,contact@payssancey-belleherbe.fr,03 81 86 87 62,http://www.payssancey-belleherbe.fr/
CC du Pays de Saverne,200068112,CC,44,67,36394,10.000 ≤ hab < 100.000,contact@cc-saverne.fr,03 88 71 12 29,http://www.cc-paysdesaverne.fr
CC du Pays de Serres en Quercy,200040418,CC,76,82,8742,3500 ≤ hab < 10.000,,,
CC du Pays de Sommières,243000296,CC,76,30,23462,10.000 ≤ hab < 100.000,contact@ccpaysdesommieres.fr,04 66 77 70 39,http://www.ccpaysdesommieres.fr
CC du Pays de Stenay et du Val Dunois,200066132,CC,44,55,10280,10.000 ≤ hab < 100.000,accueil@ccstenaydun.fr,03 29 80 31 81,http://www.cc-paysdestenay-valdunois.fr
CC du Pays de Tarascon,240900431,CC,76,09,8629,3500 ≤ hab < 10.000,contact@cc-paysdetarascon.fr,05 34 09 86 30,http://www.cc-paysdetarascon.fr
CC du Pays de Trie et du Magnoac,200070795,CC,76,65,7356,3500 ≤ hab < 10.000,ccptpaystrie@orange.fr,05 62 35 06 09,http://www.ccptm.fr
CC du Pays de Tronçais,240300558,CC,84,03,7625,3500 ≤ hab < 10.000,comcom@paysdetroncais.fr,04 70 67 59 43,http://www.paysdetroncais.fr
CC du Pays de Valois,246000871,CC,32,60,56676,10.000 ≤ hab < 100.000,info@cc-paysdevalois.fr,03 44 88 05 09,http://www.cc-paysdevalois.fr
CC du Pays de Villeneuve en Armagnac Landais,244000774,CC,75,40,6414,3500 ≤ hab < 10.000,accueil@cc-vdm.com,05 58 93 08 00,http://www.cc-villeneuvedemarsan.com
CC du Pays de Villersexel,247000714,CC,27,"25,70",8180,3500 ≤ hab < 10.000,contact@cc-villersexel.fr,03 84 20 54 50,http://www.cc-villersexel.fr
CC du Pays de Wissembourg,246700926,CC,44,67,16583,10.000 ≤ hab < 100.000,infos@cc-pays-wissembourg.fr,03 88 05 35 50,http://www.cc-pays-wissembourg.fr
CC du Pays des Abers,242900553,CC,53,29,41618,10.000 ≤ hab < 100.000,accueil@pays-des-abers.fr,02 98 37 66 00,http://www.pays-des-abers.fr
CC du Pays des Achards,248500530,CC,52,85,18700,10.000 ≤ hab < 100.000,,,
CC du Pays des Ecrins,240500462,CC,93,05,6900,3500 ≤ hab < 10.000,info@cc-paysdesecrins.com,04 92 23 11 17,http://www.cc-paysdesecrins.com
CC du Pays des Herbiers,248500621,CC,52,85,30162,10.000 ≤ hab < 100.000,,,
CC du Pays des Paillons,240600593,CC,93,06,26917,10.000 ≤ hab < 100.000,info@ccpp06.fr,04 92 00 75 80,http://www.ccpp06.fr
CC du Pays des Sources,246000855,CC,32,60,22668,10.000 ≤ hab < 100.000,contact@cc-pays-sources.org,03 44 43 09 57,http://www.cc-pays-sources.org
CC du Pays du Coquelicot,248000747,CC,32,80,29090,10.000 ≤ hab < 100.000,,,
CC du Pays du Neubourg,242700607,CC,28,27,23054,10.000 ≤ hab < 100.000,,,
CC du Pays du Saintois,200035772,CC,44,54,14694,10.000 ≤ hab < 100.000,contact@ccpaysdusaintois.fr,03 83 52 47 93,http://www.ccpaysdusaintois.fr
CC du Pays du Sanon,245400759,CC,44,54,6089,3500 ≤ hab < 10.000,contact@ccsanon.fr,03 83 72 05 64,http://www.ccsanon.fr
CC du Pays du Vermandois,240200493,CC,32,02,31952,10.000 ≤ hab < 100.000,contact@cc-vermandois.com,03 23 09 50 51,http://www.cc-vermandois.com
CC du Pays Dunois,242320109,CC,75,23,,,accueil@ccpaysdunois.fr,05 55 89 12 03,https://www.paysdunois.fr
CC du Pays entre Loire et Rhône,244200630,CC,84,42,14095,10.000 ≤ hab < 100.000,copler@copler.fr,04 77 62 77 62,http://www.copler.fr
CC du Pays Fertois et du Bocage Carrougien,200071652,CC,28,61,5114,3500 ≤ hab < 10.000,,,
CC du Pays Fléchois,247200348,CC,52,72,28632,10.000 ≤ hab < 100.000,contact@cc-paysflechois.fr,02 43 48 66 00,http://www.paysflechois.fr
CC du Pays Fouesnantais,242900660,CC,53,29,28491,10.000 ≤ hab < 100.000,contact@cc-paysfouesnantais.fr,02 98 51 61 27,http://www.cc-paysfouesnantais.fr
CC du Pays Foyen,243301371,CC,75,"24,33",17012,10.000 ≤ hab < 100.000,contact@paysfoyen.fr,05 57 46 20 58,http://www.paysfoyen.fr
CC du Pays Gentiane,241500255,CC,84,15,7063,3500 ≤ hab < 10.000,direction@pays-gentiane.com,04 71 78 21 49,http://www.pays-gentiane.com
